ProductID,ProductName,Category,Subcategory,Brand,UnitCost,ListPrice,ActiveFlag
22529,Home Product 22529,Home,Safety,CedarMax,160.72,309.04,Y
22530,Seasonal Product 22530,Seasonal,Holiday,EverBuild,88.51,192.32,Y
22531,Tools Product 22531,Tools,Hand Tools,HomeEdge,420.35,635.87,Y
22532,Building Materials Product 22532,Building Materials,Lumber,CedarMax,444.39,543.22,Y
22533,Plumbing Product 22533,Plumbing,Water Heaters,PrimeGear,21.44,31.56,Y
22534,Electrical Product 22534,Electrical,Switches,PrimeGear,282.44,481.87,Y
22535,Paint Product 22535,Paint,Exterior Paint,ProLine,210.23,307.36,Y
22536,Outdoor Product 22536,Outdoor,Lawn & Garden,NorthPeak,332.55,718.81,Y
22537,Hardware Product 22537,Hardware,Adhesives,UrbanFix,210.62,309.01,Y
22538,Automotive Product 22538,Automotive,Towing,PrimeGear,139.74,222.9,Y
22539,Home Product 22539,Home,Cleaning,TrueCraft,242.05,289.46,Y
22540,Seasonal Product 22540,Seasonal,Heating,TrueCraft,421.4,918.25,Y
22541,Tools Product 22541,Tools,Accessories,PrimeGear,319.59,578.01,Y
22542,Building Materials Product 22542,Building Materials,Insulation,PrimeGear,274.62,464.74,Y
22543,Plumbing Product 22543,Plumbing,Pipes,NorthPeak,346.34,651.02,N
22544,Electrical Product 22544,Electrical,Lighting,UrbanFix,417.64,577.0,Y
22545,Paint Product 22545,Paint,Supplies,WorkMate,40.01,82.47,Y
22546,Outdoor Product 22546,Outdoor,Patio,CedarMax,26.68,46.88,Y
22547,Hardware Product 22547,Hardware,Locks,UrbanFix,440.98,970.07,Y
22548,Automotive Product 22548,Automotive,Fluids,TrueCraft,373.97,531.52,Y
22549,Home Product 22549,Home,Safety,HomeEdge,408.04,870.41,Y
22550,Seasonal Product 22550,Seasonal,Holiday,NorthPeak,388.47,466.56,Y
22551,Tools Product 22551,Tools,Hand Tools,EverBuild,303.26,658.29,Y
22552,Building Materials Product 22552,Building Materials,Lumber,TrueCraft,342.54,655.68,Y
22553,Plumbing Product 22553,Plumbing,Water Heaters,UrbanFix,338.71,636.94,Y
22554,Electrical Product 22554,Electrical,Switches,ProLine,138.41,218.03,Y
22555,Paint Product 22555,Paint,Exterior Paint,UrbanFix,392.09,610.27,Y
22556,Outdoor Product 22556,Outdoor,Lawn & Garden,ProLine,290.24,569.44,Y
22557,Hardware Product 22557,Hardware,Adhesives,FieldStone,268.16,526.2,Y
22558,Automotive Product 22558,Automotive,Towing,WorkMate,1.8,2.28,Y
22559,Home Product 22559,Home,Cleaning,TrueCraft,373.28,754.65,Y
22560,Seasonal Product 22560,Seasonal,Heating,PrimeGear,418.7,583.5,Y
22561,Tools Product 22561,Tools,Accessories,TrueCraft,242.4,437.16,Y
22562,Building Materials Product 22562,Building Materials,Insulation,ProLine,266.89,451.71,Y
22563,Plumbing Product 22563,Plumbing,Pipes,CedarMax,198.52,434.25,Y
22564,Electrical Product 22564,Electrical,Lighting,TrueCraft,239.46,492.46,Y
22565,Paint Product 22565,Paint,Supplies,UrbanFix,60.02,102.52,Y
22566,Outdoor Product 22566,Outdoor,Patio,CedarMax,276.88,477.48,Y
22567,Hardware Product 22567,Hardware,Locks,WorkMate,372.21,797.07,Y
22568,Automotive Product 22568,Automotive,Fluids,NorthPeak,39.58,88.66,Y
22569,Home Product 22569,Home,Safety,UrbanFix,307.67,620.2,Y
22570,Seasonal Product 22570,Seasonal,Holiday,FieldStone,16.71,29.16,Y
22571,Tools Product 22571,Tools,Hand Tools,NorthPeak,371.69,793.52,Y
22572,Building Materials Product 22572,Building Materials,Lumber,NorthPeak,288.86,436.49,N
22573,Plumbing Product 22573,Plumbing,Water Heaters,EverBuild,72.93,134.14,Y
22574,Electrical Product 22574,Electrical,Switches,EverBuild,371.24,716.78,Y
22575,Paint Product 22575,Paint,Exterior Paint,HomeEdge,46.34,95.3,Y
22576,Outdoor Product 22576,Outdoor,Lawn & Garden,EverBuild,111.62,221.05,Y
22577,Hardware Product 22577,Hardware,Adhesives,MaplePro,86.8,142.91,Y
22578,Automotive Product 22578,Automotive,Towing,PrimeGear,4.38,8.89,Y
22579,Home Product 22579,Home,Cleaning,MaplePro,353.58,552.61,Y
22580,Seasonal Product 22580,Seasonal,Heating,EverBuild,137.99,231.39,Y
22581,Tools Product 22581,Tools,Accessories,CedarMax,21.36,32.09,Y
22582,Building Materials Product 22582,Building Materials,Insulation,TrueCraft,327.93,613.08,Y
22583,Plumbing Product 22583,Plumbing,Pipes,HomeEdge,398.49,486.15,Y
22584,Electrical Product 22584,Electrical,Lighting,UrbanFix,44.45,92.47,Y
22585,Paint Product 22585,Paint,Supplies,UrbanFix,344.4,619.09,Y
22586,Outdoor Product 22586,Outdoor,Patio,HomeEdge,177.71,357.69,Y
22587,Hardware Product 22587,Hardware,Locks,NorthPeak,107.26,126.65,Y
22588,Automotive Product 22588,Automotive,Fluids,UrbanFix,15.61,25.34,Y
22589,Home Product 22589,Home,Safety,EverBuild,373.3,757.64,Y
22590,Seasonal Product 22590,Seasonal,Holiday,FieldStone,289.97,369.86,Y
22591,Tools Product 22591,Tools,Hand Tools,FieldStone,412.8,642.58,Y
22592,Building Materials Product 22592,Building Materials,Lumber,PrimeGear,260.0,479.63,Y
22593,Plumbing Product 22593,Plumbing,Water Heaters,WorkMate,144.89,200.75,Y
22594,Electrical Product 22594,Electrical,Switches,WorkMate,421.1,860.97,Y
22595,Paint Product 22595,Paint,Exterior Paint,IronWorks,117.95,251.41,Y
22596,Outdoor Product 22596,Outdoor,Lawn & Garden,HomeEdge,218.53,299.84,Y
22597,Hardware Product 22597,Hardware,Adhesives,MaplePro,32.19,71.19,Y
22598,Automotive Product 22598,Automotive,Towing,PrimeGear,210.63,386.81,Y
22599,Home Product 22599,Home,Cleaning,MaplePro,185.93,391.01,Y
22600,Seasonal Product 22600,Seasonal,Heating,EverBuild,79.39,125.6,Y
22601,Tools Product 22601,Tools,Accessories,WorkMate,410.21,787.36,Y
22602,Building Materials Product 22602,Building Materials,Insulation,UrbanFix,256.71,576.34,Y
22603,Plumbing Product 22603,Plumbing,Pipes,UrbanFix,39.98,84.37,Y
22604,Electrical Product 22604,Electrical,Lighting,PrimeGear,156.54,276.71,Y
22605,Paint Product 22605,Paint,Supplies,MaplePro,83.44,170.3,Y
22606,Outdoor Product 22606,Outdoor,Patio,PrimeGear,254.46,566.18,Y
22607,Hardware Product 22607,Hardware,Locks,IronWorks,245.67,298.13,Y
22608,Automotive Product 22608,Automotive,Fluids,TrueCraft,233.17,403.72,Y
22609,Home Product 22609,Home,Safety,UrbanFix,5.29,9.48,Y
22610,Seasonal Product 22610,Seasonal,Holiday,MaplePro,32.62,40.63,Y
22611,Tools Product 22611,Tools,Hand Tools,UrbanFix,50.36,109.33,Y
22612,Building Materials Product 22612,Building Materials,Lumber,UrbanFix,370.42,737.21,Y
22613,Plumbing Product 22613,Plumbing,Water Heaters,CedarMax,209.13,427.46,Y
22614,Electrical Product 22614,Electrical,Switches,FieldStone,374.48,788.39,Y
22615,Paint Product 22615,Paint,Exterior Paint,PrimeGear,134.9,182.43,Y
22616,Outdoor Product 22616,Outdoor,Lawn & Garden,PrimeGear,386.98,817.9,Y
22617,Hardware Product 22617,Hardware,Adhesives,WorkMate,98.1,208.44,Y
22618,Automotive Product 22618,Automotive,Towing,NorthPeak,123.15,152.33,Y
22619,Home Product 22619,Home,Cleaning,MaplePro,288.24,410.87,Y
22620,Seasonal Product 22620,Seasonal,Heating,EverBuild,226.87,361.92,Y
22621,Tools Product 22621,Tools,Accessories,NorthPeak,359.8,614.0,Y
22622,Building Materials Product 22622,Building Materials,Insulation,CedarMax,16.54,21.55,Y
22623,Plumbing Product 22623,Plumbing,Pipes,UrbanFix,274.07,401.36,Y
22624,Electrical Product 22624,Electrical,Lighting,ProLine,120.41,257.42,Y
22625,Paint Product 22625,Paint,Supplies,EverBuild,380.6,683.34,Y
22626,Outdoor Product 22626,Outdoor,Patio,WorkMate,323.48,693.84,Y
22627,Hardware Product 22627,Hardware,Locks,HomeEdge,162.27,231.67,Y
22628,Automotive Product 22628,Automotive,Fluids,UrbanFix,139.14,307.69,Y
22629,Home Product 22629,Home,Safety,CedarMax,258.93,355.81,Y
22630,Seasonal Product 22630,Seasonal,Holiday,HomeEdge,405.4,900.72,Y
22631,Tools Product 22631,Tools,Hand Tools,NorthPeak,372.37,527.24,Y
22632,Building Materials Product 22632,Building Materials,Lumber,HomeEdge,159.48,254.92,Y
22633,Plumbing Product 22633,Plumbing,Water Heaters,EverBuild,225.21,444.72,Y
22634,Electrical Product 22634,Electrical,Switches,IronWorks,425.41,694.1,Y
22635,Paint Product 22635,Paint,Exterior Paint,HomeEdge,393.52,737.75,Y
22636,Outdoor Product 22636,Outdoor,Lawn & Garden,TrueCraft,79.87,167.64,Y
22637,Hardware Product 22637,Hardware,Adhesives,NorthPeak,338.42,615.78,Y
22638,Automotive Product 22638,Automotive,Towing,EverBuild,46.06,90.32,Y
22639,Home Product 22639,Home,Cleaning,CedarMax,257.06,332.61,Y
22640,Seasonal Product 22640,Seasonal,Heating,MaplePro,232.64,489.66,Y
22641,Tools Product 22641,Tools,Accessories,WorkMate,59.61,76.28,N
22642,Building Materials Product 22642,Building Materials,Insulation,HomeEdge,60.32,109.14,Y
22643,Plumbing Product 22643,Plumbing,Pipes,PrimeGear,22.57,49.09,Y
22644,Electrical Product 22644,Electrical,Lighting,NorthPeak,89.51,151.9,Y
22645,Paint Product 22645,Paint,Supplies,HomeEdge,446.29,869.56,Y
22646,Outdoor Product 22646,Outdoor,Patio,WorkMate,179.19,271.37,Y
22647,Hardware Product 22647,Hardware,Locks,CedarMax,98.47,219.99,Y
22648,Automotive Product 22648,Automotive,Fluids,FieldStone,240.69,423.02,Y
22649,Home Product 22649,Home,Safety,FieldStone,446.97,661.15,Y
22650,Seasonal Product 22650,Seasonal,Holiday,EverBuild,323.79,640.53,Y
22651,Tools Product 22651,Tools,Hand Tools,WorkMate,414.61,805.19,Y
22652,Building Materials Product 22652,Building Materials,Lumber,HomeEdge,304.93,495.53,Y
22653,Plumbing Product 22653,Plumbing,Water Heaters,PrimeGear,151.91,233.38,Y
22654,Electrical Product 22654,Electrical,Switches,CedarMax,191.89,278.97,Y
22655,Paint Product 22655,Paint,Exterior Paint,TrueCraft,55.98,79.68,Y
22656,Outdoor Product 22656,Outdoor,Lawn & Garden,EverBuild,86.07,144.14,Y
22657,Hardware Product 22657,Hardware,Adhesives,PrimeGear,132.59,247.87,Y
22658,Automotive Product 22658,Automotive,Towing,MaplePro,285.96,394.61,Y
22659,Home Product 22659,Home,Cleaning,PrimeGear,159.23,229.22,Y
22660,Seasonal Product 22660,Seasonal,Heating,EverBuild,249.45,527.96,Y
22661,Tools Product 22661,Tools,Accessories,NorthPeak,439.73,879.72,Y
22662,Building Materials Product 22662,Building Materials,Insulation,WorkMate,362.96,470.27,Y
22663,Plumbing Product 22663,Plumbing,Pipes,IronWorks,167.24,376.04,Y
22664,Electrical Product 22664,Electrical,Lighting,CedarMax,46.04,56.78,Y
22665,Paint Product 22665,Paint,Supplies,MaplePro,55.46,84.71,Y
22666,Outdoor Product 22666,Outdoor,Patio,ProLine,179.37,278.83,Y
22667,Hardware Product 22667,Hardware,Locks,PrimeGear,354.05,577.26,Y
22668,Automotive Product 22668,Automotive,Fluids,NorthPeak,142.73,319.01,Y
22669,Home Product 22669,Home,Safety,EverBuild,429.94,651.86,Y
22670,Seasonal Product 22670,Seasonal,Holiday,FieldStone,376.18,647.29,Y
22671,Tools Product 22671,Tools,Hand Tools,WorkMate,123.04,213.48,Y
22672,Building Materials Product 22672,Building Materials,Lumber,UrbanFix,283.34,617.69,Y
22673,Plumbing Product 22673,Plumbing,Water Heaters,CedarMax,347.44,587.04,Y
22674,Electrical Product 22674,Electrical,Switches,PrimeGear,56.44,114.48,Y
22675,Paint Product 22675,Paint,Exterior Paint,NorthPeak,66.29,118.9,Y
22676,Outdoor Product 22676,Outdoor,Lawn & Garden,CedarMax,302.66,495.28,Y
22677,Hardware Product 22677,Hardware,Adhesives,IronWorks,17.34,26.9,Y
22678,Automotive Product 22678,Automotive,Towing,CedarMax,88.71,158.42,Y
22679,Home Product 22679,Home,Cleaning,EverBuild,218.43,471.99,Y
22680,Seasonal Product 22680,Seasonal,Heating,MaplePro,75.78,122.78,Y
22681,Tools Product 22681,Tools,Accessories,FieldStone,322.92,703.2,Y
22682,Building Materials Product 22682,Building Materials,Insulation,MaplePro,313.11,650.79,Y
22683,Plumbing Product 22683,Plumbing,Pipes,HomeEdge,403.35,481.54,Y
22684,Electrical Product 22684,Electrical,Lighting,PrimeGear,285.02,578.72,Y
22685,Paint Product 22685,Paint,Supplies,IronWorks,384.54,560.03,Y
22686,Outdoor Product 22686,Outdoor,Patio,CedarMax,202.87,320.29,Y
22687,Hardware Product 22687,Hardware,Locks,WorkMate,206.95,386.16,Y
22688,Automotive Product 22688,Automotive,Fluids,ProLine,364.08,455.25,Y
22689,Home Product 22689,Home,Safety,ProLine,209.93,451.01,Y
22690,Seasonal Product 22690,Seasonal,Holiday,HomeEdge,280.15,605.41,Y
22691,Tools Product 22691,Tools,Hand Tools,NorthPeak,375.85,448.96,Y
22692,Building Materials Product 22692,Building Materials,Lumber,IronWorks,420.28,873.7,Y
22693,Plumbing Product 22693,Plumbing,Water Heaters,PrimeGear,215.49,464.25,Y
22694,Electrical Product 22694,Electrical,Switches,WorkMate,303.31,621.33,Y
22695,Paint Product 22695,Paint,Exterior Paint,IronWorks,79.43,103.04,Y
22696,Outdoor Product 22696,Outdoor,Lawn & Garden,PrimeGear,198.16,246.91,Y
22697,Hardware Product 22697,Hardware,Adhesives,EverBuild,290.34,352.32,Y
22698,Automotive Product 22698,Automotive,Towing,CedarMax,431.02,575.74,Y
22699,Home Product 22699,Home,Cleaning,WorkMate,66.85,121.03,Y
22700,Seasonal Product 22700,Seasonal,Heating,UrbanFix,313.91,385.07,Y
22701,Tools Product 22701,Tools,Accessories,CedarMax,56.53,84.58,Y
22702,Building Materials Product 22702,Building Materials,Insulation,TrueCraft,299.41,627.68,Y
22703,Plumbing Product 22703,Plumbing,Pipes,NorthPeak,211.61,354.22,Y
22704,Electrical Product 22704,Electrical,Lighting,EverBuild,84.57,180.71,Y
22705,Paint Product 22705,Paint,Supplies,NorthPeak,374.41,464.65,Y
22706,Outdoor Product 22706,Outdoor,Patio,CedarMax,336.19,574.58,Y
22707,Hardware Product 22707,Hardware,Locks,ProLine,40.09,73.0,Y
22708,Automotive Product 22708,Automotive,Fluids,PrimeGear,129.92,197.01,Y
22709,Home Product 22709,Home,Safety,PrimeGear,29.6,51.01,Y
22710,Seasonal Product 22710,Seasonal,Holiday,FieldStone,335.76,708.46,Y
22711,Tools Product 22711,Tools,Hand Tools,WorkMate,92.46,163.28,Y
22712,Building Materials Product 22712,Building Materials,Lumber,TrueCraft,212.1,448.16,Y
22713,Plumbing Product 22713,Plumbing,Water Heaters,NorthPeak,378.36,587.26,Y
22714,Electrical Product 22714,Electrical,Switches,WorkMate,407.03,778.78,Y
22715,Paint Product 22715,Paint,Exterior Paint,PrimeGear,4.55,6.53,Y
22716,Outdoor Product 22716,Outdoor,Lawn & Garden,MaplePro,27.53,34.71,Y
22717,Hardware Product 22717,Hardware,Adhesives,HomeEdge,348.26,532.28,Y
22718,Automotive Product 22718,Automotive,Towing,TrueCraft,111.87,142.2,Y
22719,Home Product 22719,Home,Cleaning,FieldStone,226.28,354.61,Y
22720,Seasonal Product 22720,Seasonal,Heating,NorthPeak,417.83,656.89,Y
22721,Tools Product 22721,Tools,Accessories,IronWorks,164.44,311.38,Y
22722,Building Materials Product 22722,Building Materials,Insulation,WorkMate,98.19,205.92,Y
22723,Plumbing Product 22723,Plumbing,Pipes,WorkMate,343.6,539.23,Y
22724,Electrical Product 22724,Electrical,Lighting,UrbanFix,74.83,125.58,Y
22725,Paint Product 22725,Paint,Supplies,TrueCraft,145.63,286.6,Y
22726,Outdoor Product 22726,Outdoor,Patio,ProLine,215.19,473.02,Y
22727,Hardware Product 22727,Hardware,Locks,TrueCraft,426.56,652.27,Y
22728,Automotive Product 22728,Automotive,Fluids,WorkMate,337.51,693.58,Y
22729,Home Product 22729,Home,Safety,WorkMate,173.86,287.44,Y
22730,Seasonal Product 22730,Seasonal,Holiday,NorthPeak,237.6,530.11,Y
22731,Tools Product 22731,Tools,Hand Tools,ProLine,21.63,33.16,Y
22732,Building Materials Product 22732,Building Materials,Lumber,UrbanFix,443.35,877.49,N
22733,Plumbing Product 22733,Plumbing,Water Heaters,ProLine,273.47,585.93,Y
22734,Electrical Product 22734,Electrical,Switches,WorkMate,222.08,460.35,Y
22735,Paint Product 22735,Paint,Exterior Paint,ProLine,266.96,376.95,Y
22736,Outdoor Product 22736,Outdoor,Lawn & Garden,EverBuild,263.84,528.77,Y
22737,Hardware Product 22737,Hardware,Adhesives,IronWorks,385.04,723.65,Y
22738,Automotive Product 22738,Automotive,Towing,FieldStone,338.11,464.34,Y
22739,Home Product 22739,Home,Cleaning,TrueCraft,217.85,319.29,Y
22740,Seasonal Product 22740,Seasonal,Heating,UrbanFix,314.84,407.99,Y
22741,Tools Product 22741,Tools,Accessories,PrimeGear,411.9,583.89,Y
22742,Building Materials Product 22742,Building Materials,Insulation,WorkMate,345.18,518.4,Y
22743,Plumbing Product 22743,Plumbing,Pipes,NorthPeak,57.42,89.27,Y
22744,Electrical Product 22744,Electrical,Lighting,CedarMax,302.08,504.19,N
22745,Paint Product 22745,Paint,Supplies,NorthPeak,118.95,220.05,Y
22746,Outdoor Product 22746,Outdoor,Patio,HomeEdge,36.4,57.1,Y
22747,Hardware Product 22747,Hardware,Locks,PrimeGear,386.62,594.68,Y
22748,Automotive Product 22748,Automotive,Fluids,CedarMax,36.29,66.8,Y
22749,Home Product 22749,Home,Safety,IronWorks,11.55,22.04,Y
22750,Seasonal Product 22750,Seasonal,Holiday,NorthPeak,160.05,267.03,Y
22751,Tools Product 22751,Tools,Hand Tools,NorthPeak,386.49,634.91,Y
22752,Building Materials Product 22752,Building Materials,Lumber,MaplePro,310.52,605.11,Y
22753,Plumbing Product 22753,Plumbing,Water Heaters,HomeEdge,64.23,95.04,Y
22754,Electrical Product 22754,Electrical,Switches,HomeEdge,259.89,435.55,Y
22755,Paint Product 22755,Paint,Exterior Paint,TrueCraft,261.54,546.49,Y
22756,Outdoor Product 22756,Outdoor,Lawn & Garden,NorthPeak,75.81,107.37,Y
22757,Hardware Product 22757,Hardware,Adhesives,HomeEdge,74.56,143.98,Y
22758,Automotive Product 22758,Automotive,Towing,NorthPeak,28.27,46.59,Y
22759,Home Product 22759,Home,Cleaning,UrbanFix,89.15,177.34,Y
22760,Seasonal Product 22760,Seasonal,Heating,CedarMax,332.98,722.45,Y
22761,Tools Product 22761,Tools,Accessories,FieldStone,9.72,21.21,Y
22762,Building Materials Product 22762,Building Materials,Insulation,ProLine,114.98,228.72,Y
22763,Plumbing Product 22763,Plumbing,Pipes,NorthPeak,320.06,638.54,Y
22764,Electrical Product 22764,Electrical,Lighting,NorthPeak,273.81,589.98,Y
22765,Paint Product 22765,Paint,Supplies,IronWorks,107.52,196.72,Y
22766,Outdoor Product 22766,Outdoor,Patio,HomeEdge,44.75,79.38,Y
22767,Hardware Product 22767,Hardware,Locks,CedarMax,300.0,366.1,Y
22768,Automotive Product 22768,Automotive,Fluids,ProLine,189.17,252.44,Y
22769,Home Product 22769,Home,Safety,MaplePro,89.66,182.43,Y
22770,Seasonal Product 22770,Seasonal,Holiday,EverBuild,421.81,829.64,Y
22771,Tools Product 22771,Tools,Hand Tools,UrbanFix,273.65,605.05,Y
22772,Building Materials Product 22772,Building Materials,Lumber,HomeEdge,309.24,398.32,Y
22773,Plumbing Product 22773,Plumbing,Water Heaters,WorkMate,196.33,252.04,Y
22774,Electrical Product 22774,Electrical,Switches,PrimeGear,419.85,601.56,Y
22775,Paint Product 22775,Paint,Exterior Paint,MaplePro,338.32,730.38,Y
22776,Outdoor Product 22776,Outdoor,Lawn & Garden,CedarMax,35.27,65.87,Y
22777,Hardware Product 22777,Hardware,Adhesives,IronWorks,100.12,156.75,Y
22778,Automotive Product 22778,Automotive,Towing,EverBuild,242.54,461.11,Y
22779,Home Product 22779,Home,Cleaning,WorkMate,276.78,400.64,Y
22780,Seasonal Product 22780,Seasonal,Heating,WorkMate,346.42,731.8,N
22781,Tools Product 22781,Tools,Accessories,WorkMate,277.27,579.32,Y
22782,Building Materials Product 22782,Building Materials,Insulation,EverBuild,157.15,250.3,Y
22783,Plumbing Product 22783,Plumbing,Pipes,NorthPeak,409.65,898.62,Y
22784,Electrical Product 22784,Electrical,Lighting,IronWorks,200.41,418.08,Y
22785,Paint Product 22785,Paint,Supplies,HomeEdge,299.94,568.17,Y
22786,Outdoor Product 22786,Outdoor,Patio,UrbanFix,169.02,238.59,Y
22787,Hardware Product 22787,Hardware,Locks,IronWorks,203.05,318.6,N
22788,Automotive Product 22788,Automotive,Fluids,CedarMax,299.11,455.96,Y
22789,Home Product 22789,Home,Safety,EverBuild,59.63,115.74,Y
22790,Seasonal Product 22790,Seasonal,Holiday,UrbanFix,409.37,567.73,Y
22791,Tools Product 22791,Tools,Hand Tools,ProLine,384.43,626.03,Y
22792,Building Materials Product 22792,Building Materials,Lumber,PrimeGear,215.25,345.28,Y
22793,Plumbing Product 22793,Plumbing,Water Heaters,UrbanFix,8.52,15.5,N
22794,Electrical Product 22794,Electrical,Switches,MaplePro,327.12,608.36,Y
22795,Paint Product 22795,Paint,Exterior Paint,PrimeGear,103.86,216.87,Y
22796,Outdoor Product 22796,Outdoor,Lawn & Garden,NorthPeak,384.18,566.11,Y
22797,Hardware Product 22797,Hardware,Adhesives,UrbanFix,204.78,276.42,Y
22798,Automotive Product 22798,Automotive,Towing,WorkMate,343.3,617.69,Y
22799,Home Product 22799,Home,Cleaning,HomeEdge,32.72,59.72,Y
22800,Seasonal Product 22800,Seasonal,Heating,HomeEdge,416.77,883.11,Y
22801,Tools Product 22801,Tools,Accessories,WorkMate,19.72,27.32,Y
22802,Building Materials Product 22802,Building Materials,Insulation,ProLine,233.77,360.35,Y
22803,Plumbing Product 22803,Plumbing,Pipes,UrbanFix,68.66,98.09,Y
22804,Electrical Product 22804,Electrical,Lighting,TrueCraft,6.47,11.77,Y
22805,Paint Product 22805,Paint,Supplies,PrimeGear,272.96,558.84,Y
22806,Outdoor Product 22806,Outdoor,Patio,FieldStone,429.66,924.29,Y
22807,Hardware Product 22807,Hardware,Locks,PrimeGear,409.89,910.36,Y
22808,Automotive Product 22808,Automotive,Fluids,ProLine,352.8,471.27,Y
22809,Home Product 22809,Home,Safety,FieldStone,150.8,271.53,Y
22810,Seasonal Product 22810,Seasonal,Holiday,MaplePro,105.41,182.44,Y
22811,Tools Product 22811,Tools,Hand Tools,PrimeGear,430.56,676.73,Y
22812,Building Materials Product 22812,Building Materials,Lumber,IronWorks,404.31,699.13,Y
22813,Plumbing Product 22813,Plumbing,Water Heaters,TrueCraft,72.97,120.06,Y
22814,Electrical Product 22814,Electrical,Switches,EverBuild,378.16,456.85,Y
22815,Paint Product 22815,Paint,Exterior Paint,MaplePro,287.48,463.65,Y
22816,Outdoor Product 22816,Outdoor,Lawn & Garden,PrimeGear,256.71,555.93,Y
22817,Hardware Product 22817,Hardware,Adhesives,WorkMate,32.14,49.21,Y
22818,Automotive Product 22818,Automotive,Towing,NorthPeak,115.0,250.05,Y
22819,Home Product 22819,Home,Cleaning,FieldStone,48.61,79.39,Y
22820,Seasonal Product 22820,Seasonal,Heating,IronWorks,325.51,638.45,Y
22821,Tools Product 22821,Tools,Accessories,MaplePro,43.59,87.27,Y
22822,Building Materials Product 22822,Building Materials,Insulation,WorkMate,73.88,129.27,Y
22823,Plumbing Product 22823,Plumbing,Pipes,IronWorks,4.4,5.33,Y
22824,Electrical Product 22824,Electrical,Lighting,EverBuild,2.85,5.52,Y
22825,Paint Product 22825,Paint,Supplies,MaplePro,134.51,200.62,Y
22826,Outdoor Product 22826,Outdoor,Patio,NorthPeak,294.44,367.29,Y
22827,Hardware Product 22827,Hardware,Locks,NorthPeak,164.36,241.09,Y
22828,Automotive Product 22828,Automotive,Fluids,PrimeGear,153.12,197.59,Y
22829,Home Product 22829,Home,Safety,PrimeGear,188.86,417.07,Y
22830,Seasonal Product 22830,Seasonal,Holiday,UrbanFix,20.47,25.09,Y
22831,Tools Product 22831,Tools,Hand Tools,CedarMax,248.27,340.67,N
22832,Building Materials Product 22832,Building Materials,Lumber,HomeEdge,49.26,74.07,Y
22833,Plumbing Product 22833,Plumbing,Water Heaters,MaplePro,264.3,543.2,Y
22834,Electrical Product 22834,Electrical,Switches,TrueCraft,432.14,927.38,Y
22835,Paint Product 22835,Paint,Exterior Paint,EverBuild,108.35,154.4,Y
22836,Outdoor Product 22836,Outdoor,Lawn & Garden,NorthPeak,73.02,112.86,Y
22837,Hardware Product 22837,Hardware,Adhesives,PrimeGear,44.48,80.97,Y
22838,Automotive Product 22838,Automotive,Towing,FieldStone,17.69,36.37,Y
22839,Home Product 22839,Home,Cleaning,UrbanFix,214.07,391.33,Y
22840,Seasonal Product 22840,Seasonal,Heating,TrueCraft,158.96,309.62,Y
22841,Tools Product 22841,Tools,Accessories,IronWorks,91.2,111.33,Y
22842,Building Materials Product 22842,Building Materials,Insulation,TrueCraft,216.56,412.3,Y
22843,Plumbing Product 22843,Plumbing,Pipes,WorkMate,97.04,120.77,Y
22844,Electrical Product 22844,Electrical,Lighting,FieldStone,193.95,243.44,Y
22845,Paint Product 22845,Paint,Supplies,IronWorks,320.29,415.04,Y
22846,Outdoor Product 22846,Outdoor,Patio,UrbanFix,82.98,184.17,Y
22847,Hardware Product 22847,Hardware,Locks,CedarMax,149.74,234.09,Y
22848,Automotive Product 22848,Automotive,Fluids,UrbanFix,221.36,323.18,Y
22849,Home Product 22849,Home,Safety,PrimeGear,183.0,234.63,Y
22850,Seasonal Product 22850,Seasonal,Holiday,NorthPeak,304.33,541.59,Y
22851,Tools Product 22851,Tools,Hand Tools,HomeEdge,360.04,779.81,Y
22852,Building Materials Product 22852,Building Materials,Lumber,CedarMax,387.89,692.18,Y
22853,Plumbing Product 22853,Plumbing,Water Heaters,FieldStone,161.36,342.95,Y
22854,Electrical Product 22854,Electrical,Switches,WorkMate,101.11,167.97,Y
22855,Paint Product 22855,Paint,Exterior Paint,HomeEdge,255.74,420.06,Y
22856,Outdoor Product 22856,Outdoor,Lawn & Garden,IronWorks,310.17,568.53,Y
22857,Hardware Product 22857,Hardware,Adhesives,MaplePro,312.72,655.21,Y
22858,Automotive Product 22858,Automotive,Towing,FieldStone,119.6,231.16,Y
22859,Home Product 22859,Home,Cleaning,FieldStone,437.63,952.94,Y
22860,Seasonal Product 22860,Seasonal,Heating,MaplePro,392.15,764.49,Y
22861,Tools Product 22861,Tools,Accessories,PrimeGear,145.33,298.89,Y
22862,Building Materials Product 22862,Building Materials,Insulation,IronWorks,303.65,557.61,Y
22863,Plumbing Product 22863,Plumbing,Pipes,TrueCraft,319.62,613.76,Y
22864,Electrical Product 22864,Electrical,Lighting,MaplePro,440.89,530.36,N
22865,Paint Product 22865,Paint,Supplies,FieldStone,245.93,547.62,Y
22866,Outdoor Product 22866,Outdoor,Patio,CedarMax,397.94,509.43,Y
22867,Hardware Product 22867,Hardware,Locks,UrbanFix,75.68,121.89,Y
22868,Automotive Product 22868,Automotive,Fluids,PrimeGear,83.45,149.58,Y
22869,Home Product 22869,Home,Safety,IronWorks,439.06,663.3,Y
22870,Seasonal Product 22870,Seasonal,Holiday,CedarMax,14.42,20.8,Y
