CustomerID,CustomerSegment,JoinDate,Province,LoyaltyTier,ActiveFlag
286174,Loyalty,2019-12-26,ON,Bronze,Y
286175,Loyalty,2022-11-05,NL,Bronze,Y
286176,Trade,2024-10-19,ON,None,Y
286177,Contractor,2019-05-13,QC,None,N
286178,Contractor,2024-05-13,ON,Bronze,Y
286179,Contractor,2020-04-17,NS,Silver,Y
286180,DIY,2022-08-12,AB,Silver,Y
286181,Contractor,2023-04-01,NS,None,Y
286182,Contractor,2024-04-10,ON,None,Y
286183,DIY,2021-12-24,NL,Bronze,N
286184,DIY,2020-02-18,SK,None,Y
286185,Trade,2021-04-04,NB,Gold,Y
286186,DIY,2021-04-15,BC,Silver,Y
286187,Contractor,2020-08-28,QC,None,Y
286188,Loyalty,2024-04-21,PE,Bronze,Y
286189,Contractor,2019-06-07,NS,Gold,Y
286190,DIY,2020-04-30,BC,None,Y
286191,Contractor,2025-12-29,ON,Gold,Y
286192,DIY,2023-12-30,ON,Bronze,Y
286193,DIY,2023-01-20,NS,Gold,Y
286194,DIY,2022-07-12,ON,Bronze,Y
286195,DIY,2020-03-16,BC,Silver,N
286196,Trade,2021-07-01,QC,Bronze,Y
286197,DIY,2022-02-19,BC,Silver,Y
286198,Contractor,2019-04-24,BC,Bronze,Y
286199,Contractor,2025-11-05,QC,Silver,Y
286200,Contractor,2020-03-27,BC,None,N
286201,Trade,2019-09-29,AB,Silver,Y
286202,Trade,2025-10-30,SK,Gold,Y
286203,DIY,2023-04-22,ON,Bronze,Y
286204,Contractor,2023-07-19,NS,None,Y
286205,Trade,2024-04-12,BC,Silver,Y
286206,DIY,2019-07-24,ON,None,Y
286207,Loyalty,2019-01-14,SK,None,Y
286208,Contractor,2020-08-12,QC,Bronze,Y
286209,DIY,2022-08-16,BC,Silver,Y
286210,DIY,2021-03-26,ON,None,Y
286211,Contractor,2019-05-09,BC,None,Y
286212,DIY,2020-11-24,AB,None,Y
286213,DIY,2023-01-20,MB,None,N
286214,Contractor,2020-09-09,NS,Bronze,Y
286215,Contractor,2022-08-19,ON,Silver,Y
286216,DIY,2022-09-19,NL,Silver,N
286217,Trade,2019-10-08,ON,Gold,Y
286218,DIY,2022-09-11,QC,Bronze,Y
286219,Trade,2022-06-09,ON,Gold,Y
286220,DIY,2020-10-01,ON,None,Y
286221,Small Business,2021-01-01,AB,Gold,Y
286222,Contractor,2023-10-17,QC,Gold,Y
286223,DIY,2021-01-01,ON,Silver,Y
286224,DIY,2019-07-30,AB,Gold,Y
286225,DIY,2021-06-15,PE,None,N
286226,DIY,2019-12-12,ON,None,Y
286227,DIY,2024-09-25,NS,None,Y
286228,DIY,2023-09-28,NS,Bronze,Y
286229,Small Business,2022-05-07,BC,None,Y
286230,Trade,2020-09-05,QC,Bronze,Y
286231,Contractor,2024-12-19,AB,Bronze,Y
286232,DIY,2021-12-09,ON,None,Y
286233,Contractor,2019-09-02,QC,Bronze,Y
286234,Contractor,2024-01-18,BC,Bronze,Y
286235,Trade,2023-10-29,MB,None,Y
286236,DIY,2024-04-17,QC,None,Y
286237,Trade,2023-04-06,SK,Bronze,Y
286238,Loyalty,2025-12-26,ON,Bronze,Y
286239,Contractor,2025-08-24,ON,Gold,Y
286240,DIY,2025-06-16,ON,None,Y
286241,DIY,2024-03-13,MB,None,Y
286242,Loyalty,2019-03-29,ON,None,Y
286243,DIY,2025-12-20,BC,Silver,Y
286244,Contractor,2023-02-15,QC,Silver,N
286245,Small Business,2023-11-22,NB,Silver,Y
286246,DIY,2022-06-24,QC,Bronze,N
286247,DIY,2024-08-06,SK,Silver,Y
286248,Loyalty,2020-11-01,QC,None,Y
286249,DIY,2025-07-22,ON,Bronze,Y
286250,Contractor,2021-05-12,ON,Bronze,N
286251,Contractor,2019-02-15,BC,None,Y
286252,Loyalty,2020-08-29,ON,None,Y
286253,Contractor,2019-09-14,MB,Bronze,Y
286254,Trade,2019-05-03,BC,Bronze,Y
286255,DIY,2020-01-13,ON,Bronze,Y
286256,Contractor,2019-05-26,ON,Bronze,Y
286257,Trade,2024-04-06,QC,Bronze,Y
286258,Contractor,2019-06-09,ON,Bronze,Y
286259,DIY,2023-09-07,ON,Silver,Y
286260,Trade,2023-10-20,ON,None,Y
286261,Trade,2021-10-29,ON,Silver,Y
286262,DIY,2020-06-06,NS,Gold,Y
286263,Small Business,2020-02-03,ON,None,Y
286264,DIY,2022-12-27,NS,Silver,Y
286265,Loyalty,2024-06-22,ON,Bronze,Y
286266,Contractor,2019-06-06,BC,Silver,Y
286267,Loyalty,2024-03-27,QC,Bronze,Y
286268,DIY,2019-04-30,ON,Silver,Y
286269,Contractor,2023-09-07,QC,Silver,Y
286270,Trade,2021-06-02,ON,Silver,Y
286271,DIY,2025-06-04,ON,None,Y
286272,Loyalty,2024-07-02,QC,Silver,Y
286273,Loyalty,2022-07-16,BC,None,Y
286274,Contractor,2021-02-22,PE,Silver,Y
286275,DIY,2023-01-28,BC,Silver,Y
286276,Small Business,2023-06-06,ON,None,Y
286277,Small Business,2025-01-21,BC,None,Y
286278,Contractor,2022-09-13,MB,Bronze,N
286279,DIY,2022-01-11,NB,None,Y
286280,DIY,2019-07-15,ON,Bronze,Y
286281,DIY,2019-02-14,PE,Bronze,Y
286282,Loyalty,2019-01-30,NB,Silver,Y
286283,Small Business,2020-11-28,QC,Silver,Y
286284,Trade,2023-09-10,ON,Bronze,Y
286285,Contractor,2020-09-29,ON,Bronze,Y
286286,Contractor,2023-12-20,BC,None,N
286287,DIY,2025-09-12,QC,Bronze,N
286288,Small Business,2021-05-08,NB,Silver,Y
286289,Loyalty,2022-02-26,BC,None,Y
286290,DIY,2022-07-02,ON,None,Y
286291,DIY,2022-08-27,ON,None,Y
286292,Trade,2025-09-11,ON,Gold,Y
286293,DIY,2022-11-30,MB,Bronze,Y
286294,Small Business,2019-09-19,BC,Bronze,Y
286295,DIY,2023-01-12,BC,Silver,N
286296,Contractor,2024-09-21,AB,None,Y
286297,Small Business,2022-11-07,QC,Bronze,Y
286298,Trade,2025-11-30,MB,Bronze,Y
286299,Loyalty,2020-08-13,QC,None,Y
286300,DIY,2020-10-16,QC,Bronze,Y
286301,DIY,2021-02-03,AB,Bronze,Y
286302,Contractor,2020-08-19,BC,Gold,Y
286303,DIY,2024-06-18,ON,None,N
286304,DIY,2019-11-18,PE,Bronze,Y
286305,DIY,2020-01-05,MB,Gold,Y
286306,DIY,2019-10-24,ON,Bronze,N
286307,Contractor,2021-11-13,BC,None,Y
286308,Trade,2022-08-10,ON,Silver,Y
286309,Trade,2022-11-09,SK,None,Y
286310,Loyalty,2022-07-12,ON,Silver,Y
286311,Contractor,2022-07-21,ON,Gold,Y
286312,Contractor,2023-06-12,QC,Bronze,Y
286313,Contractor,2021-03-09,BC,None,Y
286314,DIY,2021-04-23,SK,Bronze,Y
286315,Loyalty,2024-08-25,ON,Silver,Y
286316,DIY,2022-09-03,MB,Silver,Y
286317,DIY,2020-07-22,QC,Bronze,Y
286318,Trade,2024-01-06,NB,Silver,Y
286319,DIY,2025-03-17,QC,Gold,Y
286320,DIY,2022-04-29,BC,Bronze,Y
286321,Trade,2020-08-12,ON,None,Y
286322,Contractor,2023-09-08,QC,Bronze,Y
286323,Contractor,2023-11-17,AB,Silver,Y
286324,Contractor,2019-07-28,BC,Bronze,N
286325,Trade,2021-05-09,QC,None,Y
286326,Contractor,2021-05-06,AB,None,Y
286327,Trade,2021-02-07,MB,Bronze,Y
286328,DIY,2023-04-26,ON,Bronze,Y
286329,Small Business,2023-12-20,AB,Gold,Y
286330,DIY,2023-10-10,QC,Bronze,Y
286331,Loyalty,2020-06-05,AB,Bronze,Y
286332,Loyalty,2022-02-22,AB,Silver,Y
286333,Contractor,2025-04-17,QC,Gold,Y
286334,DIY,2024-01-23,ON,Bronze,Y
286335,DIY,2020-08-28,SK,None,Y
286336,DIY,2023-07-30,ON,Bronze,Y
286337,Loyalty,2024-01-07,QC,Bronze,Y
286338,DIY,2020-08-12,ON,Silver,Y
286339,DIY,2024-03-14,ON,None,Y
286340,Trade,2022-05-29,QC,None,Y
286341,DIY,2022-05-12,SK,Bronze,Y
286342,DIY,2025-11-08,ON,Bronze,Y
286343,Loyalty,2019-10-02,NL,Bronze,Y
286344,Trade,2021-02-02,AB,None,Y
286345,DIY,2021-03-20,QC,Bronze,Y
286346,DIY,2020-11-05,BC,Bronze,Y
286347,Loyalty,2022-08-13,NS,Bronze,Y
286348,DIY,2022-02-12,BC,Gold,Y
286349,Contractor,2019-02-10,QC,None,Y
286350,DIY,2025-08-17,BC,Bronze,Y
286351,DIY,2022-09-26,AB,Bronze,Y
286352,Small Business,2025-11-26,NL,None,Y
286353,Loyalty,2021-05-12,MB,Bronze,Y
286354,Loyalty,2023-10-06,BC,Bronze,Y
286355,Contractor,2019-10-22,MB,Bronze,Y
286356,Contractor,2020-08-09,ON,Gold,Y
286357,Contractor,2023-05-20,NB,Silver,Y
286358,Contractor,2023-05-31,MB,None,Y
286359,Trade,2025-05-20,QC,None,Y
286360,DIY,2023-03-02,ON,Gold,Y
286361,DIY,2019-09-15,ON,None,Y
286362,Trade,2023-11-21,ON,Gold,Y
286363,Trade,2019-09-01,ON,Silver,Y
286364,Trade,2024-08-12,BC,Bronze,Y
286365,DIY,2022-10-19,BC,Silver,Y
286366,Loyalty,2022-09-30,ON,None,N
286367,DIY,2019-08-10,SK,Bronze,Y
286368,DIY,2021-07-27,QC,None,Y
286369,DIY,2025-04-19,ON,None,Y
286370,Contractor,2025-08-10,AB,Silver,Y
286371,Trade,2025-04-21,ON,None,Y
286372,Trade,2025-05-06,BC,Silver,Y
286373,Small Business,2020-08-23,BC,Bronze,Y
286374,Small Business,2025-09-25,QC,Silver,Y
286375,Loyalty,2022-03-04,ON,None,Y
286376,DIY,2022-03-20,QC,Bronze,Y
286377,Contractor,2021-09-04,BC,Bronze,Y
286378,Loyalty,2023-01-08,ON,Bronze,N
286379,DIY,2024-04-09,NB,Bronze,Y
286380,Loyalty,2024-06-05,QC,Bronze,Y
286381,Contractor,2025-12-26,AB,Bronze,Y
286382,DIY,2023-05-30,NB,Gold,Y
286383,Contractor,2023-01-21,ON,None,Y
286384,DIY,2020-07-03,AB,None,Y
286385,DIY,2025-08-04,BC,None,Y
286386,DIY,2025-12-01,AB,Bronze,Y
286387,Trade,2019-11-04,AB,Silver,Y
286388,DIY,2020-03-08,QC,Bronze,Y
286389,Contractor,2024-05-11,ON,Gold,Y
286390,Small Business,2024-10-06,NS,Bronze,Y
286391,DIY,2021-01-19,NS,Gold,Y
286392,DIY,2023-11-13,AB,Bronze,Y
286393,Loyalty,2019-02-11,ON,None,Y
286394,DIY,2023-02-03,QC,Bronze,Y
286395,Trade,2021-01-19,SK,Bronze,Y
286396,DIY,2020-12-09,MB,Silver,Y
286397,DIY,2024-11-22,SK,Gold,Y
286398,Contractor,2024-01-10,ON,Bronze,Y
286399,Trade,2023-01-10,PE,Bronze,Y
286400,Trade,2020-06-26,ON,None,Y
286401,Small Business,2023-11-30,QC,None,Y
286402,Contractor,2020-01-01,AB,Bronze,Y
286403,Trade,2023-07-25,QC,Silver,N
286404,DIY,2024-02-28,BC,Silver,Y
286405,Loyalty,2023-02-27,ON,None,Y
286406,Contractor,2022-08-05,QC,Bronze,Y
286407,Contractor,2024-07-18,ON,None,Y
286408,DIY,2023-01-26,QC,Gold,Y
286409,Loyalty,2025-07-21,ON,Gold,Y
286410,Loyalty,2022-03-11,NB,Bronze,Y
286411,Loyalty,2025-10-09,SK,None,Y
286412,Contractor,2024-12-01,ON,None,Y
286413,DIY,2024-07-15,ON,Gold,Y
286414,DIY,2025-10-05,ON,Silver,Y
286415,Loyalty,2021-01-11,BC,Bronze,Y
286416,DIY,2022-10-18,ON,None,Y
286417,DIY,2024-11-03,ON,Bronze,Y
286418,DIY,2021-01-13,QC,Bronze,Y
286419,DIY,2020-04-08,QC,Gold,Y
286420,Trade,2020-05-03,MB,None,Y
286421,Contractor,2023-03-19,NS,None,Y
286422,Trade,2025-05-23,NL,Silver,Y
286423,Trade,2022-07-04,ON,None,Y
286424,DIY,2022-02-25,QC,Bronze,Y
286425,Contractor,2023-04-04,QC,None,Y
286426,DIY,2023-10-27,QC,Gold,Y
286427,DIY,2023-07-17,BC,None,Y
286428,DIY,2021-03-16,ON,Gold,Y
286429,DIY,2020-04-20,ON,None,Y
286430,Trade,2019-04-19,AB,None,Y
286431,Small Business,2024-01-18,BC,Silver,Y
286432,DIY,2020-09-02,ON,Silver,Y
286433,Trade,2019-01-01,ON,Silver,N
286434,DIY,2020-04-18,QC,Bronze,Y
286435,DIY,2024-03-06,ON,None,Y
286436,DIY,2019-07-12,BC,None,Y
286437,Loyalty,2022-05-07,NL,None,Y
286438,DIY,2020-02-07,ON,Silver,Y
286439,Contractor,2021-08-20,NL,Silver,N
286440,DIY,2025-12-29,ON,None,Y
286441,Loyalty,2019-12-28,QC,None,Y
286442,DIY,2023-06-12,AB,Silver,N
286443,DIY,2023-10-19,ON,Silver,Y
286444,DIY,2023-05-20,AB,Silver,Y
286445,DIY,2024-03-20,MB,Silver,Y
286446,Contractor,2024-04-07,ON,Bronze,Y
286447,DIY,2023-11-26,QC,Bronze,Y
286448,Contractor,2023-08-29,ON,Bronze,Y
286449,Loyalty,2023-11-23,BC,None,Y
286450,Loyalty,2024-10-15,ON,Gold,Y
286451,Contractor,2020-03-11,ON,None,N
286452,Trade,2024-04-21,BC,Bronze,Y
286453,DIY,2020-07-03,SK,Bronze,Y
286454,DIY,2019-04-26,BC,Gold,Y
286455,Contractor,2020-04-13,NB,None,Y
286456,Contractor,2025-06-03,ON,Gold,Y
286457,DIY,2021-04-25,ON,None,Y
286458,Small Business,2024-09-26,ON,Silver,Y
286459,Small Business,2025-11-23,QC,Silver,Y
286460,Loyalty,2023-03-21,ON,Bronze,Y
286461,DIY,2022-10-14,BC,None,Y
286462,Contractor,2024-07-29,AB,Gold,Y
286463,DIY,2024-06-25,AB,Silver,Y
286464,DIY,2020-08-15,QC,None,Y
286465,DIY,2022-10-30,ON,None,Y
286466,Contractor,2024-07-25,ON,Bronze,Y
286467,DIY,2024-02-05,NB,None,Y
286468,Loyalty,2019-09-01,BC,None,Y
286469,Contractor,2022-10-26,NL,Silver,Y
286470,DIY,2021-06-24,ON,Bronze,Y
286471,DIY,2024-09-06,ON,Gold,Y
286472,Loyalty,2024-06-12,QC,None,Y
286473,DIY,2024-07-30,AB,Bronze,Y
286474,Trade,2019-01-26,ON,Bronze,Y
286475,DIY,2023-08-22,ON,None,Y
286476,Trade,2021-12-07,QC,Gold,Y
286477,DIY,2025-09-14,QC,Bronze,Y
286478,Contractor,2020-05-17,AB,Silver,Y
286479,Contractor,2024-06-28,ON,None,Y
286480,Contractor,2021-08-18,QC,None,Y
286481,Contractor,2025-02-04,NB,Silver,Y
286482,Contractor,2025-11-12,NS,None,Y
286483,Trade,2022-02-10,MB,None,Y
286484,Trade,2025-03-02,QC,Silver,Y
286485,Contractor,2019-05-23,QC,Silver,Y
286486,DIY,2025-08-10,AB,Silver,Y
286487,DIY,2023-11-03,QC,Bronze,Y
286488,Small Business,2025-08-05,ON,Bronze,Y
286489,Loyalty,2020-11-07,NL,Bronze,Y
286490,Trade,2021-02-18,ON,Bronze,Y
286491,Contractor,2019-05-07,NB,None,Y
286492,Contractor,2023-11-11,ON,Silver,N
286493,Trade,2020-12-15,BC,Silver,Y
286494,DIY,2023-06-12,ON,Silver,Y
286495,Contractor,2025-12-28,ON,Bronze,Y
286496,Contractor,2020-07-12,AB,Bronze,Y
286497,Contractor,2022-02-16,ON,Silver,Y
286498,DIY,2022-03-15,QC,Silver,Y
286499,Trade,2025-02-07,BC,None,Y
286500,DIY,2020-11-19,QC,Bronze,Y
286501,Trade,2022-03-03,ON,Bronze,Y
286502,DIY,2021-01-27,SK,None,Y
286503,Contractor,2023-09-22,AB,None,Y
286504,Small Business,2020-12-31,ON,Bronze,Y
286505,Trade,2022-06-08,ON,Silver,Y
286506,Contractor,2024-08-28,QC,Gold,Y
286507,Small Business,2019-10-18,NS,Gold,Y
286508,Contractor,2022-05-08,AB,Silver,Y
286509,Small Business,2024-04-24,NS,Silver,Y
286510,Contractor,2025-12-06,BC,Silver,Y
286511,DIY,2024-11-23,ON,Gold,Y
286512,Loyalty,2019-03-13,ON,None,Y
286513,DIY,2020-10-28,SK,Bronze,Y
286514,Trade,2022-06-18,QC,Bronze,Y
286515,DIY,2025-09-06,BC,None,Y
286516,Loyalty,2022-05-14,ON,None,Y
286517,Loyalty,2021-05-17,QC,None,Y
286518,Loyalty,2019-03-07,MB,Gold,Y
286519,Trade,2022-05-14,ON,Bronze,Y
286520,Contractor,2020-05-13,ON,Bronze,Y
286521,Contractor,2022-08-11,ON,Bronze,Y
286522,Trade,2024-01-18,NS,Silver,Y
286523,DIY,2020-06-05,QC,Bronze,Y
286524,Contractor,2022-11-16,ON,Gold,Y
286525,DIY,2019-09-04,BC,Bronze,Y
286526,Contractor,2019-05-17,ON,Bronze,Y
286527,Contractor,2023-09-07,ON,None,Y
286528,Trade,2019-11-15,BC,None,Y
286529,DIY,2020-04-07,SK,Bronze,Y
286530,DIY,2024-06-08,ON,Silver,Y
286531,DIY,2022-05-10,AB,Bronze,Y
286532,Loyalty,2020-11-25,NS,Bronze,Y
286533,DIY,2021-05-31,QC,None,Y
286534,Trade,2024-12-03,ON,Silver,Y
286535,Trade,2022-10-02,ON,None,Y
286536,Small Business,2022-02-23,ON,Silver,Y
286537,Small Business,2019-07-16,QC,None,Y
286538,DIY,2021-10-06,MB,Bronze,Y
286539,Small Business,2019-03-25,MB,Bronze,Y
286540,DIY,2021-06-08,QC,None,Y
286541,DIY,2021-02-21,QC,Silver,Y
286542,Small Business,2024-10-02,AB,None,Y
286543,DIY,2021-08-10,MB,Silver,Y
286544,Small Business,2024-10-13,SK,Gold,Y
286545,DIY,2024-11-20,ON,None,Y
286546,Trade,2023-03-26,QC,None,Y
286547,Loyalty,2023-01-26,ON,Silver,Y
286548,Contractor,2023-05-09,BC,Silver,Y
286549,DIY,2020-10-19,MB,Bronze,Y
286550,DIY,2021-11-29,QC,Silver,Y
286551,Loyalty,2024-03-27,SK,Bronze,Y
286552,DIY,2021-02-06,ON,None,Y
286553,DIY,2023-01-25,BC,Bronze,Y
286554,DIY,2025-07-18,QC,Gold,Y
286555,Small Business,2022-06-18,SK,None,Y
286556,DIY,2021-03-23,BC,None,Y
286557,Contractor,2021-04-19,AB,Gold,Y
286558,Small Business,2023-12-17,SK,None,Y
286559,Trade,2020-04-16,QC,Gold,Y
286560,Contractor,2024-03-02,ON,Gold,Y
286561,DIY,2019-11-30,QC,Silver,N
286562,Trade,2021-05-18,BC,Silver,Y
286563,DIY,2021-03-20,NL,Silver,Y
286564,Small Business,2020-04-04,BC,Bronze,Y
286565,Small Business,2022-12-13,AB,Gold,Y
286566,Contractor,2022-02-16,NS,Bronze,Y
286567,DIY,2019-01-16,AB,Bronze,N
286568,Small Business,2023-03-24,ON,Bronze,Y
286569,DIY,2021-11-29,ON,Silver,N
286570,Trade,2025-12-03,BC,Bronze,Y
286571,DIY,2020-03-02,QC,None,Y
286572,DIY,2023-12-30,NB,Gold,Y
286573,DIY,2025-08-29,MB,Bronze,Y
286574,Trade,2025-03-24,NS,None,Y
286575,DIY,2025-08-29,BC,Silver,Y
286576,DIY,2023-06-26,ON,Bronze,Y
286577,Trade,2025-12-27,ON,None,Y
286578,DIY,2025-08-12,ON,Bronze,Y
286579,DIY,2022-07-03,ON,Silver,Y
286580,Contractor,2021-06-08,NB,None,Y
286581,Loyalty,2022-04-23,QC,Gold,Y
286582,DIY,2021-01-03,BC,None,Y
286583,Trade,2024-06-06,QC,None,Y
286584,Loyalty,2023-03-08,AB,None,Y
286585,Small Business,2019-08-08,PE,Bronze,Y
286586,DIY,2024-09-04,QC,None,Y
286587,DIY,2023-02-25,ON,Bronze,Y
286588,DIY,2021-02-27,AB,None,Y
286589,Trade,2025-07-10,NS,Bronze,Y
286590,DIY,2019-04-12,NL,None,Y
286591,Small Business,2019-01-24,BC,None,Y
286592,DIY,2020-10-31,ON,Silver,Y
286593,DIY,2020-02-12,ON,Silver,Y
286594,DIY,2021-11-26,ON,Gold,Y
286595,Trade,2024-01-01,SK,None,Y
286596,Contractor,2025-09-04,ON,None,Y
286597,Contractor,2024-06-20,BC,Bronze,Y
286598,DIY,2024-10-30,AB,Silver,N
286599,Small Business,2023-04-26,NL,Silver,N
286600,DIY,2020-08-26,QC,Silver,Y
286601,DIY,2019-09-22,NB,Silver,Y
286602,Contractor,2024-10-16,QC,Bronze,Y
286603,Trade,2022-03-05,ON,None,Y
286604,DIY,2019-10-12,ON,Bronze,Y
286605,Contractor,2021-11-23,AB,Bronze,Y
286606,Trade,2021-04-16,QC,None,Y
286607,Loyalty,2022-05-23,QC,Bronze,Y
286608,Loyalty,2023-04-15,QC,None,Y
286609,Contractor,2021-10-30,BC,Silver,Y
286610,Trade,2021-04-02,AB,Gold,N
286611,DIY,2019-02-03,QC,None,Y
286612,Small Business,2023-05-19,ON,None,Y
286613,Contractor,2024-09-09,ON,Bronze,Y
286614,Trade,2021-04-26,BC,None,Y
286615,Loyalty,2025-12-21,ON,Silver,Y
286616,DIY,2022-03-11,SK,Gold,Y
286617,Small Business,2023-03-22,AB,Silver,Y
286618,Contractor,2019-12-11,QC,None,Y
286619,Loyalty,2024-08-20,BC,None,Y
286620,DIY,2019-09-17,AB,Bronze,Y
286621,DIY,2019-05-28,BC,None,Y
286622,DIY,2025-08-13,BC,Silver,Y
286623,Trade,2021-10-26,ON,None,N
286624,Small Business,2020-07-27,MB,None,Y
286625,Loyalty,2022-03-09,NS,None,Y
286626,Trade,2021-04-30,SK,Gold,Y
286627,Trade,2022-06-03,ON,Bronze,Y
286628,Contractor,2020-09-16,ON,Bronze,Y
286629,Small Business,2022-04-04,QC,Bronze,Y
286630,DIY,2025-05-27,BC,None,N
286631,Contractor,2022-01-10,QC,Gold,Y
286632,DIY,2021-02-26,AB,Silver,Y
286633,Contractor,2019-02-21,QC,Bronze,Y
286634,Trade,2024-01-31,ON,Silver,Y
286635,DIY,2019-06-25,AB,Silver,Y
286636,DIY,2023-06-08,ON,None,Y
286637,Loyalty,2022-02-03,ON,Gold,N
286638,Trade,2023-03-11,ON,Bronze,Y
286639,DIY,2021-06-25,ON,Bronze,Y
286640,Contractor,2019-11-22,SK,Bronze,Y
286641,Contractor,2023-12-28,AB,Silver,Y
286642,DIY,2025-07-05,ON,Silver,Y
286643,DIY,2022-04-10,AB,Silver,Y
286644,Contractor,2025-10-26,NS,Gold,Y
286645,DIY,2025-06-20,MB,Bronze,Y
286646,DIY,2025-10-14,AB,None,Y
286647,DIY,2024-04-02,NB,Silver,Y
286648,DIY,2024-04-12,ON,None,Y
286649,Contractor,2020-01-07,QC,Gold,Y
286650,DIY,2019-02-14,AB,Bronze,N
286651,DIY,2023-11-22,ON,None,Y
286652,Contractor,2024-01-11,QC,Bronze,Y
286653,Trade,2023-05-03,BC,Bronze,Y
286654,DIY,2022-08-16,AB,None,Y
286655,Loyalty,2020-03-29,SK,None,Y
286656,Contractor,2024-07-25,AB,Gold,Y
286657,DIY,2021-07-05,QC,None,Y
286658,Contractor,2024-01-23,ON,Bronze,Y
286659,Loyalty,2019-07-07,AB,None,Y
286660,Small Business,2022-12-12,AB,None,Y
286661,Loyalty,2021-04-10,ON,Bronze,Y
286662,Small Business,2022-04-04,ON,Bronze,Y
286663,Loyalty,2020-07-19,ON,Bronze,Y
286664,Loyalty,2022-03-21,NS,None,N
286665,Contractor,2022-04-19,ON,None,Y
286666,Loyalty,2020-05-21,ON,Bronze,Y
286667,Trade,2020-10-19,NB,Bronze,Y
286668,Contractor,2024-09-22,AB,None,Y
286669,Small Business,2024-01-20,QC,Silver,Y
286670,Loyalty,2022-05-07,QC,Gold,Y
286671,Contractor,2023-09-24,QC,Bronze,Y
286672,Trade,2023-09-12,AB,Bronze,Y
286673,Contractor,2024-02-16,ON,Bronze,Y
286674,DIY,2023-08-22,QC,None,Y
286675,DIY,2025-04-07,NB,Bronze,Y
286676,Small Business,2022-07-21,AB,None,Y
286677,DIY,2024-06-19,ON,None,Y
286678,DIY,2023-01-28,QC,None,Y
286679,Loyalty,2019-05-25,QC,Bronze,N
286680,DIY,2024-08-07,SK,Gold,Y
286681,Small Business,2025-04-02,ON,Gold,Y
286682,Trade,2022-07-19,AB,Bronze,Y
286683,Contractor,2019-11-08,ON,None,Y
286684,Trade,2025-06-16,QC,Gold,Y
286685,DIY,2019-11-13,ON,Gold,Y
286686,Small Business,2021-02-22,NS,Silver,Y
286687,Contractor,2020-02-09,QC,Bronze,Y
286688,Small Business,2022-05-30,BC,None,Y
286689,Contractor,2024-09-20,BC,Silver,Y
286690,DIY,2019-12-04,ON,Silver,N
286691,Loyalty,2023-05-24,SK,None,Y
286692,Loyalty,2023-11-13,QC,Bronze,Y
286693,Trade,2023-06-05,ON,Gold,Y
286694,Trade,2022-08-19,BC,Bronze,Y
286695,Trade,2019-11-29,ON,Silver,Y
286696,Contractor,2025-06-04,MB,Gold,Y
286697,DIY,2019-06-02,NL,None,N
286698,Contractor,2019-07-07,BC,Bronze,Y
286699,Trade,2020-11-02,QC,None,Y
286700,Contractor,2020-10-16,MB,Bronze,Y
286701,DIY,2023-12-10,BC,Gold,Y
286702,DIY,2025-11-17,ON,None,Y
286703,Trade,2020-08-03,AB,Gold,N
286704,Trade,2020-03-03,SK,Bronze,Y
286705,DIY,2023-04-25,ON,Silver,Y
286706,Trade,2022-06-05,ON,Bronze,Y
286707,Loyalty,2023-08-10,BC,Gold,Y
286708,Contractor,2025-06-16,ON,Bronze,Y
286709,DIY,2021-09-08,SK,Gold,Y
286710,DIY,2022-03-29,AB,None,Y
286711,Loyalty,2020-07-25,AB,None,Y
286712,DIY,2022-09-19,PE,Bronze,Y
286713,DIY,2022-12-18,AB,Gold,Y
286714,DIY,2024-07-01,NS,Gold,Y
286715,Small Business,2019-12-13,ON,Bronze,Y
286716,DIY,2021-03-23,ON,None,Y
286717,Trade,2025-03-22,BC,Silver,Y
286718,Contractor,2024-01-02,ON,Gold,Y
286719,Loyalty,2022-06-22,QC,None,Y
286720,Trade,2019-11-11,QC,None,Y
286721,DIY,2020-01-06,ON,Silver,Y
286722,Trade,2019-03-03,BC,Silver,Y
286723,Small Business,2023-10-29,AB,None,N
286724,Contractor,2019-02-13,ON,None,Y
286725,Small Business,2025-09-25,BC,Silver,Y
286726,DIY,2025-06-10,QC,Silver,Y
286727,Loyalty,2020-06-25,BC,None,Y
286728,Contractor,2024-05-24,AB,None,Y
286729,Loyalty,2025-11-23,ON,None,Y
286730,Small Business,2023-02-06,AB,Gold,Y
286731,Contractor,2023-08-09,ON,None,Y
286732,Small Business,2022-11-13,AB,Gold,Y
286733,DIY,2022-01-13,ON,None,Y
286734,Trade,2020-09-06,ON,Bronze,Y
286735,Contractor,2019-04-18,NB,None,Y
286736,Contractor,2025-01-30,ON,None,Y
286737,Loyalty,2025-01-10,ON,Silver,Y
286738,Loyalty,2021-04-29,QC,Bronze,Y
286739,Loyalty,2019-10-02,ON,Silver,Y
286740,Contractor,2020-01-18,BC,Bronze,Y
286741,Trade,2019-12-24,PE,Bronze,Y
286742,Trade,2022-06-16,QC,None,Y
286743,DIY,2022-12-14,BC,Silver,Y
286744,DIY,2021-08-30,ON,Silver,Y
286745,Loyalty,2020-07-02,MB,Bronze,Y
286746,DIY,2022-02-13,BC,None,Y
286747,DIY,2025-03-21,QC,Silver,Y
286748,DIY,2019-12-23,SK,None,N
286749,Loyalty,2025-03-31,QC,Bronze,Y
286750,DIY,2024-01-16,QC,None,Y
